benzbromarone	8.974533	benzbromarone	null	150

benzylpenicilline	5.036401	benzathine benzylpenicilline	null	5033
benzylpenicilline	5.036401	benzylpenicilline sodique	null	5331
benzylpenicilline	5.036401	benzylpenicilline procaine	null	4478
benzylpenicilline	5.036401	benzylpenicilline potassique	null	5332

bepridil	5.3556676	bepridil base	null	34533
bepridil	4.284534	chlorhydrate de bepridil monohydrate	null	29384

betamethasone	8.974533	betamethasone	null	1261
betamethasone	7.2697845	betamethasone	null	1261
betamethasone	3.6348922	valerate de betamethasone	null	4184
betamethasone	3.6348922	betamethasone (dipropionate de)	null	4730
betamethasone	3.6348922	dipropionate de betamethasone	null	4730
betamethasone	3.6348922	betamethasone (phosphate sodique de)	null	4509

beta-pinene	8.974533	beta-pinene	null	22617
beta-pinene	pas trouvé
beta-pinene	pas trouvé
betaxolol	5.175866	betaxolol base	null	36349
betaxolol	4.1406927	betaxolol (chlorhydrate de)	null	22466
betaxolol	4.1406927	chlorhydrate de betaxolol	null	22466

bezafibrate	8.974533	bezafibrate	null	10803
bezafibrate	8.974533	bezafibrate	null	10803

biperidene	4.4872665	chlorhydrate de biperidene	null	1274

bisacodyl	8.974533	bisacodyl	null	73
bisacodyl	8.974533	bisacodyl	null	73

bisoprolol	8.974533	bisoprolol	null	97658
bisoprolol	7.72177	bisoprolol	null	97658
bisoprolol	3.860885	bisoprolol (hemifumarate de)	null	7436
bisoprolol	3.860885	fumarate de bisoprolol	null	7436
bisoprolol	3.860885	hemifumarate de bisoprolol	null	7436
bisoprolol	3.860885	bisoprolol (fumarate acide de)	null	7436

bleomycine	8.974533	bleomycine	null	55004
bleomycine	8.569068	bleomycine	null	55004
bleomycine	4.284534	sulfate de bleomycine	null	2952

bleu de methylene	8.974533	bleu de methylene	null	1281
bleu de methylene	5.9296107	bleu de methylene	null	1281
bleu de methylene	5.9296107	bleu de methylene officinal	null	1281
bleu de methylene	1.2047822	bleu trypan	null	3174
bleu de methylene	0.9638258	acide methylene diphosphonique	null	26808
bleu de methylene	0.06350398	hamamelis de virginie (feuille de) (extrait de)	null	66251

boceprevir	8.974533	boceprevir	null	67851
boceprevir	8.974533	boceprevir	null	67851

boldo	8.974533	boldo	null	132
boldo	7.1027308	boldo	null	132
boldo	3.5513654	boldo (extrait sec de)	null	39881
boldo	3.5513654	feuille de boldo	null	132
boldo	3.5513654	boldo (peumus boldus)	null	8234
boldo	3.5513654	boldo (extrait de) (fluide)	null	98233

bortezomib	8.974533	bortezomib	null	98525
bortezomib	8.974533	bortezomib	null	98525

bourdaine	8.974533	bourdaine	null	134
bourdaine	7.4704556	bourdaine	null	134
bourdaine	3.7352278	bourdaine (ecorce de) (poudre d')	null	3998
bourdaine	3.7352278	bourdaine (ecorce de)	null	134
bourdaine	3.7352278	poudre d'ecorce de bourdaine	null	3998
bourdaine	3.2683244	extrait sec d'ecorce de bourdaine	null	39511

bromazepam	8.974533	bromazepam	null	907
bromazepam	8.974533	bromazepam	null	907

bromocriptine	5.175866	bromocriptine base	null	92297
bromocriptine	4.1406927	bromocriptine (mesilate de)	null	328
bromocriptine	4.1406927	mesilate de bromocriptine	null	328

brompheniramine	4.284534	maleate de brompheniramine	null	3178
brompheniramine	4.284534	brompheniramine (maleate de)	null	3178

brotizolam	8.974533	brotizolam	null	11498
brotizolam	8.974533	brotizolam	null	11498

buclizine	4.4872665	chlorhydrate de buclizine	null	1307

budesonide	8.974533	budesonide	null	24381
budesonide	8.974533	budesonide	null	24381

bumetanide	8.974533	bumetanide	null	569
bumetanide	8.974533	bumetanide	null	569

buprenorphine	8.974533	buprenorphine	null	54459
buprenorphine	8.281385	buprenorphine	null	54459
buprenorphine	4.1406927	chlorhydrate de buprenorphine	null	21888
buprenorphine	4.1406927	buprenorphine (chlorhydrate de)	null	21888

bupropione	4.4872665	chlorhydrate de bupropione	null	17194

busulfan	8.974533	busulfan	null	1317
busulfan	8.974533	busulfan	null	1317

butalbital	pas trouvé
butalbital	pas trouvé
butobarbital	8.974533	butobarbital	null	1330
butobarbital	8.974533	butobarbital	null	1330

cabazitaxel	8.974533	cabazitaxel	null	97952
cabazitaxel	8.974533	cabazitaxel	null	97952

cabergoline	8.974533	cabergoline	null	32131
cabergoline	8.974533	cabergoline	null	32131

cafedrine	4.4872665	cafedrine (chlorhydrate de)	null	3418

cajeput	4.4872665	cajeput (huile essentielle de)	null	776

calcitriol	8.974533	calcitriol	null	8112
calcitriol	8.974533	calcitriol	null	8112

camazepam	pas trouvé
camazepam	pas trouvé
camphre	8.974533	camphre	null	436
camphre	8.058241	camphre	null	436
camphre	8.058241	d-camphre	null	15095
camphre	5.036401	camphre racemique	null	436
camphre	5.036401	camphre synthetique	null	436

candesartan cilexetil	8.974533	candesartan cilexetil	null	73594
candesartan cilexetil	7.932441	candesartan cilexetil	null	73594

canrenoate de potassium	8.974533	canrenoate de potassium	null	3102
canrenoate de potassium	5.4586105	canrenoate de potassium	null	3102
canrenoate de potassium	1.1798936	potassium (chlorure de)	null	93
canrenoate de potassium	1.1798936	chlorure de potassium	null	93
canrenoate de potassium	1.1798936	hydroxyde de potassium	null	96
canrenoate de potassium	1.1798936	clavulanate de potassium	null	29442

capecitabine	8.974533	capecitabine	null	91877
capecitabine	8.974533	capecitabine	null	91877

captodiame	4.4872665	captodiame (chlorhydrate de)	null	437

captopril	8.974533	captopril	null	21053
captopril	8.974533	captopril	null	21053

carbamazepine	8.974533	carbamazepine	null	1351
carbamazepine	8.974533	carbamazepine	null	1351

carbinoxamine	4.284534	maleate de carbinoxamine	null	3205
carbinoxamine	4.284534	carbinoxamine (maleate de)	null	3205

carboplatine	8.974533	carboplatine	null	5865
carboplatine	8.974533	carboplatine	null	5865

carbutamide	8.974533	carbutamide	null	1988
carbutamide	8.974533	carbutamide	null	1988

carmustine	8.974533	carmustine	null	8011
carmustine	8.974533	carmustine	null	8011

carpipramine	5.3556676	carpipramine base	null	24316
carpipramine	4.284534	carpipramine (dichlorhydrate de)	null	403

carteolol	5.175866	carteolol base	null	96827
carteolol	4.1406927	carteolol (chlorhydrate de)	null	18380
carteolol	4.1406927	chlorhydrate de carteolol	null	18380

carvedilol	8.974533	carvedilol	null	27222
carvedilol	8.974533	carvedilol	null	27222

cascara	8.974533	cascara	null	16514
cascara	7.72177	cascara	null	16514
cascara	3.860885	cascara (extrait sec de)	null	49212
cascara	3.860885	cascara (ecorce de) (poudre d')	null	4500
cascara	3.3782742	cascara sagrada pour preparations homeopathiques	null	9146
cascara	2.8956637	cascara (ecorce de) (extrait sec de)	null	49212

cascara sagrada	5.1796746	cascara sagrada pour preparations homeopathiques	null	9146
cascara sagrada	2.518137	cascara	null	16514
cascara sagrada	1.2590685	cascara (extrait sec de)	null	49212
cascara sagrada	1.2590685	cascara (ecorce de) (poudre d')	null	4500
cascara sagrada	0.94430137	cascara (ecorce de) (extrait sec de)	null	49212

catioresine sulfo sodique	0.77340645	catioresine carboxylate de nicotine	null	30981
catioresine sulfo sodique	0.77340645	catioresine sulfonate de phenyltoloxamine	null	2845
catioresine sulfo sodique	0.77340645	nicotine (catioresine carboxylate de)	null	30981
catioresine sulfo sodique	0.77340645	catioresine carboxylate de noscapine	null	3202
catioresine sulfo sodique	0.77340645	catioresine carboxylate de promethazine	null	3595

cefamandole	5.175866	cefamandole base	null	73366
cefamandole	4.1406927	cefamandole (formiate sodique de)	null	837
cefamandole	4.1406927	cefamandole (nafate de)	null	837

celecoxib	8.974533	celecoxib	null	63854
celecoxib	8.974533	celecoxib	null	63854

celiprolol	8.974533	celiprolol	null	78429
celiprolol	8.281385	celiprolol	null	78429
celiprolol	4.1406927	chlorhydrate de celiprolol	null	7958
celiprolol	4.1406927	celiprolol (chlorhydrate de)	null	7958

cetalkonium	4.4872665	chlorure de cetalkonium	null	22114

charbon active	8.974533	charbon active	null	4204
charbon active	7.448004	charbon active	null	4204
charbon active	1.5404489	charbon vegetal officinal	null	447
charbon active	1.4387527	eptacog alfa (active)	null	71869
charbon active	1.0790645	facteur vii active de coagulation humain	null	3308

charbon vegetal officinal	8.974533	charbon vegetal officinal	null	447
charbon vegetal officinal	7.2148423	charbon vegetal officinal	null	447
charbon vegetal officinal	1.0601544	charbon active	null	4204
charbon vegetal officinal	0.7831747	chiendent officinal	null	40182
charbon vegetal officinal	0.7831747	tanin officinal	null	3165
charbon vegetal officinal	0.62653977	bleu de methylene officinal	null	1281

chlorambucil	8.974533	chlorambucil	null	1393
chlorambucil	8.974533	chlorambucil	null	1393

chlordiazepoxide	8.974533	chlordiazepoxide	null	1400
chlordiazepoxide	8.974533	chlordiazepoxide	null	1400

chlormadinone	4.284534	acetate de chlormadinone	null	2245
chlormadinone	4.284534	chlormadinone (acetate de)	null	2245

chlormethine	4.4872665	chlorhydrate de chlormethine	null	5290

chloroquine	8.974533	chloroquine	null	21497
chloroquine	8.058241	chloroquine	null	21497
chloroquine	4.0291204	phosphate de chloroquine	null	3779
chloroquine	4.0291204	sulfate de chloroquine	null	4133
chloroquine	4.0291204	chloroquine (sulfate de)	null	4133

chlorphenamine	4.284534	maleate de chlorphenamine	null	3193
chlorphenamine	4.284534	chlorphenamine (maleate de)	null	3193

chlorphenoxamine	4.4872665	chlorhydrate de chlorphenoxamine	null	1426

chlorproethazine	4.4872665	chlorhydrate de chlorproethazine	null	74046

chlorpromazine	8.974533	chlorpromazine	null	1430
chlorpromazine	8.569068	chlorpromazine	null	1430
chlorpromazine	4.284534	chlorpromazine (chlorhydrate de)	null	489

chlorpropamide	8.974533	chlorpropamide	null	1431
chlorpropamide	8.974533	chlorpropamide	null	1431

chlortalidone	8.974533	chlortalidone	null	1434
chlortalidone	8.974533	chlortalidone	null	1434

chlortetracycline	4.4872665	chlorhydrate de chlortetracycline	null	3188

cholecalciferol	8.974533	cholecalciferol	null	1525
cholecalciferol	7.875921	cholecalciferol	null	1525
cholecalciferol	3.4457154	concentrat de cholecalciferol, forme pulverulente	null	85054
cholecalciferol	3.4457154	cholecalciferol (concentrat de), forme pulverulente	null	85054
cholecalciferol	3.4457154	concentrat de cholecalciferol, forme huileuse	null	63291
cholecalciferol	3.4457154	concentrat de cholecalciferol, forme hydrodispersible	null	50260

cibenzoline	8.974533	cibenzoline	null	15911
