5495	"gelsemium pour preparations homeopathiques"	"gelsemium pour preparations homeopathiques"
27222	"carvedilol"	"carvedilol"
73594	"candesartan cilexetil"	"candesartan cilexetil"
8152	"levocarnitine"	"levocarnitine"
49212	"cascara  ecorce de   extrait sec de "	"cascara  ecorce de   extrait sec de "
52488	"sene  feuille de   extrait sec titre de"	"sene  feuille de   extrait sec titre de"
84423	"anis vert  fruit d    poudre de "	"anis vert  fruit d    poudre de "
97193	"boldo  feuille de   poudre de "	"boldo  feuille de   poudre de "
5717	"anatoxine tetanique"	"anatoxine tetanique"
3940	"acetate de norethisterone"	"acetate de norethisterone"
71064	"estradiol hemihydrate"	"estradiol hemihydrate"
39422	"pregabaline"	"pregabaline"
5092	"potasse  tartrate de  et de soude"	"potasse  tartrate de  et de soude"
27528	"kinkeliba  extrait de   mou "	"kinkeliba  extrait de   mou "
27812	"citrate trisodique anhydre"	"citrate trisodique anhydre"
48773	"romarin  sommite fleurie de   extrait fluide de "	"romarin  sommite fleurie de   extrait fluide de "
92660	"pissenlit  feuille de   extrait mou de "	"pissenlit  feuille de   extrait mou de "
46744	"tosilate de perindopril"	"tosilate de perindopril"
55485	"repaglinide"	"repaglinide"
1397	"belladona pour preparations homeopathiques"	"belladona pour preparations homeopathiques"
2134	"hepar sulfur pour preparations homeopathiques"	"hepar sulfur pour preparations homeopathiques"
2529	"hydrocotyle asiatica pour preparations homeopathiques"	"hydrocotyle asiatica pour preparations homeopathiques"
4006	"berberis vulgaris pour preparations homeopathiques"	"berberis vulgaris pour preparations homeopathiques"
6925	"silicea pour preparations homeopathiques"	"silicea pour preparations homeopathiques"
12174	"sulfur iodatum pour preparations homeopathiques"	"sulfur iodatum pour preparations homeopathiques"
15768	"rhus toxicodendron pour preparations homeopathiques"	"rhus toxicodendron pour preparations homeopathiques"
473	"sodium  cromoglicate de "	"sodium  cromoglicate de "
4587	"arnica montana pour preparations homeopathiques"	"arnica montana pour preparations homeopathiques"
915	"chlorhydrate de diltiazem"	"chlorhydrate de diltiazem"
3682	"maleate d enalapril"	"maleate d enalapril"
36746	"chlorhydrate de lercanidipine"	"chlorhydrate de lercanidipine"
67432	"enalapril"	"enalapril"
83912	"lercanidipine"	"lercanidipine"
9231	"amisulpride"	"amisulpride"
23554	"chlorhydrate d aptocaine"	"chlorhydrate d aptocaine"
970	"chlorhydrate de sotalol"	"chlorhydrate de sotalol"
1328	"molsidomine"	"molsidomine"
977	"spironolactone"	"spironolactone"
1743	"dipyridamole"	"dipyridamole"
614	"propionate de clobetasol"	"propionate de clobetasol"
2667	"midazolam"	"midazolam"
5558	"tetradecyl sulfate de sodium"	"tetradecyl sulfate de sodium"
4458	"trinitrine"	"trinitrine"
39727	"amlodipine"	"amlodipine"
69916	"perindopril arginine"	"perindopril arginine"
93748	"besilate d amlodipine"	"besilate d amlodipine"
2169	"prednisolone"	"prednisolone"
3981	"metasulfobenzoate sodique de prednisolone"	"metasulfobenzoate sodique de prednisolone"
17477	"fentanyl"	"fentanyl"
31246	"temozolomide"	"temozolomide"
82922	"riociguat"	"riociguat"
63947	"pelargonium  extrait fluide de racine de "	"pelargonium  extrait fluide de racine de "
872	"amoxicilline sodique"	"amoxicilline sodique"
1976	"glibenclamide"	"glibenclamide"
2019	"haloperidol"	"haloperidol"
16849	"gabapentine"	"gabapentine"
2278	"chlorhydrate de pseudoephedrine"	"chlorhydrate de pseudoephedrine"
3225	"hydrogenosuccinate de doxylamine"	"hydrogenosuccinate de doxylamine"
6492	"besilate d atracurium"	"besilate d atracurium"
4191	"calcarea iodata pour preparations homeopathiques"	"calcarea iodata pour preparations homeopathiques"
640	"sorbitol"	"sorbitol"
213	"sene  feuille de "	"sene  feuille de "
38524	"pantoprazole"	"pantoprazole"
67373	"pantoprazole sodique sesquihydrate"	"pantoprazole sodique sesquihydrate"
24277	"acide ibandronique"	"acide ibandronique"
86008	"ibandronate monosodique monohydrate"	"ibandronate monosodique monohydrate"
3401	"minocycline  chlorhydrate de "	"minocycline  chlorhydrate de "
37703	"minocycline base"	"minocycline base"
10157	"chlorhydrate de vancomycine"	"chlorhydrate de vancomycine"
28416	"vancomycine base"	"vancomycine base"
38050	"gemcitabine"	"gemcitabine"
40424	"chlorhydrate de gemcitabine"	"chlorhydrate de gemcitabine"
51868	"chlorhydrate de midazolam"	"chlorhydrate de midazolam"
928	"zinc  chlorure de "	"zinc  chlorure de "
1836	"tetracosactide"	"tetracosactide"
22692	"ketoconazole"	"ketoconazole"
24245	"chlorhydrate d ambroxol"	"chlorhydrate d ambroxol"
645	"sulfadoxine"	"sulfadoxine"
16648	"golimumab"	"golimumab"
2543	"oxomemazine"	"oxomemazine"
520	"citicoline"	"citicoline"
32947	"sodium  citicoline de "	"sodium  citicoline de "
3437	"sulfate de protamine"	"sulfate de protamine"
25783	"chlorhydrate de ranitidine"	"chlorhydrate de ranitidine"
4179	"beclometasone  dipropionate de "	"beclometasone  dipropionate de "
1823	"thiamine  chlorhydrate de "	"thiamine  chlorhydrate de "
37011	"lamotrigine"	"lamotrigine"
55512	"rivastigmine  hydrogenotartrate de "	"rivastigmine  hydrogenotartrate de "
3192	"cuivre  gluconate de "	"cuivre  gluconate de "
5348	"cuivre"	"cuivre"
1	"chlorhydrate de loperamide"	"chlorhydrate de loperamide"
76119	"loperamide base"	"loperamide base"
929	"oxyde de zinc"	"oxyde de zinc"
3777	"benzoate de cholesterol"	"benzoate de cholesterol"
20890	"topiramate"	"topiramate"
1379	"cethexonium  bromure de "	"cethexonium  bromure de "
51742	"albumine humaine"	"albumine humaine"
45252	"piloselle  plante entiere de   solution de "	"piloselle  plante entiere de   solution de "
47018	"chlorhydrate de paroxetine anhydre"	"chlorhydrate de paroxetine anhydre"
51891	"paroxetine base"	"paroxetine base"
6427	"glonoinum pour preparations homeopathiques"	"glonoinum pour preparations homeopathiques"
15734	"valsartan"	"valsartan"
4595	"cactus grandiflorus pour preparations homeopathiques"	"cactus grandiflorus pour preparations homeopathiques"
1786	"estradiol"	"estradiol"
62004	"oxcarbazepine"	"oxcarbazepine"
85085	"virus de la rougeole  souche schwartz  vivant  attenue"	"virus de la rougeole  souche schwartz  vivant  attenue"
23957	"lansoprazole"	"lansoprazole"
3312	"framycetine  sulfate de "	"framycetine  sulfate de "
5376	"docetaxel trihydrate"	"docetaxel trihydrate"
38643	"docetaxel anhydre"	"docetaxel anhydre"
2463	"nifuroxazide"	"nifuroxazide"
428	"carbonate de calcium"	"carbonate de calcium"
1525	"cholecalciferol"	"cholecalciferol"
72723	"calcium element"	"calcium element"
85054	"concentrat de cholecalciferol  forme pulverulente"	"concentrat de cholecalciferol  forme pulverulente"
47493	"etoricoxib"	"etoricoxib"
5	"acide acetylsalicylique"	"acide acetylsalicylique"
85821	"levosimendan"	"levosimendan"
1023	"acide ascorbique"	"acide ascorbique"
2452	"nicotinamide"	"nicotinamide"
3767	"calcium  glucoheptogluconate de "	"calcium  glucoheptogluconate de "
33959	"solution de digluconate de chlorhexidine"	"solution de digluconate de chlorhexidine"
200	"timolol  maleate de "	"timolol  maleate de "
15009	"timolol base"	"timolol base"
51528	"dorzolamide base"	"dorzolamide base"
83176	"dorzolamide  chlorhydrate de "	"dorzolamide  chlorhydrate de "
731	"almitrine  mesilate d  "	"almitrine  mesilate d  "
5407	"chlorhydrate de methylphenidate"	"chlorhydrate de methylphenidate"
33474	"latanoprost"	"latanoprost"
1257	"dichlorhydrate de betahistine"	"dichlorhydrate de betahistine"
21799	"oscillococcinum pour preparations homeopathiques"	"oscillococcinum pour preparations homeopathiques"
78167	"facteur vii de coagulation humain"	"facteur vii de coagulation humain"
200	"maleate de timolol"	"maleate de timolol"
83176	"chlorhydrate de dorzolamide"	"chlorhydrate de dorzolamide"
511	"sulfate ferreux"	"sulfate ferreux"
34855	"fer"	"fer"
11532	"ramipril"	"ramipril"
3790	"dihydroergotamine  mesilate de "	"dihydroergotamine  mesilate de "
19236	"paraffine liquide"	"paraffine liquide"
65947	"ispaghul  tegument de la graine d    poudre de "	"ispaghul  tegument de la graine d    poudre de "
48528	"losartan potassique"	"losartan potassique"
1913	"fluanisone"	"fluanisone"
37859	"aloes du cap  feuille de   suc d    poudre de "	"aloes du cap  feuille de   suc d    poudre de "
74694	"ispaghul  graine d    tegument de la"	"ispaghul  graine d    tegument de la"
36065	"dutasteride"	"dutasteride"
2074	"hydroxocobalamine"	"hydroxocobalamine"
1664	"hydrastis  teinture de "	"hydrastis  teinture de "
4572	"souci  teinture de "	"souci  teinture de "
54714	"douce amere  teinture de "	"douce amere  teinture de "
587	"cimetidine"	"cimetidine"
3048	"sodium  phenylbutyrate de "	"sodium  phenylbutyrate de "
4813	"cobalt  gluconate de "	"cobalt  gluconate de "
51332	"cobalt"	"cobalt"
3142	"chromocarbe diethylamine"	"chromocarbe diethylamine"
93	"potassium  chlorure de "	"potassium  chlorure de "
901	"sodium  chlorure de "	"sodium  chlorure de "
6818	"passiflore  partie aerienne de   extrait sec de "	"passiflore  partie aerienne de   extrait sec de "
93090	"eschscholtzia  partie aerienne fleurie d    extrait sec de "	"eschscholtzia  partie aerienne fleurie d    extrait sec de "
93	"chlorure de potassium"	"chlorure de potassium"
1807	"ethinylestradiol"	"ethinylestradiol"
8237	"gestodene"	"gestodene"
769	"diosmine"	"diosmine"
5113	"sulfate de vincristine"	"sulfate de vincristine"
430	"calcium  chlorure de "	"calcium  chlorure de "
5009	"sodium  lactate de   solution de"	"sodium  lactate de   solution de"
40435	"tiagabine  chlorhydrate de  monohydrate"	"tiagabine  chlorhydrate de  monohydrate"
83209	"tiagabine anhydre"	"tiagabine anhydre"
90670	"chlorhydrate de nebivolol"	"chlorhydrate de nebivolol"
96027	"nebivolol base"	"nebivolol base"
7560	"chlorhydrate de fluoxetine"	"chlorhydrate de fluoxetine"
48800	"fluoxetine base"	"fluoxetine base"
2024	"heparine sodique"	"heparine sodique"
2986	"melilot  extrait de "	"melilot  extrait de "
2742	"lymecycline"	"lymecycline"
72	"biotine"	"biotine"
622	"retinol"	"retinol"
1040	"folique  acide "	"folique  acide "
1182	"sodium  ascorbate de "	"sodium  ascorbate de "
1539	"cyanocobalamine"	"cyanocobalamine"
2284	"pyridoxine"	"pyridoxine"
2331	"riboflavine"	"riboflavine"
3602	"alpha tocopherol  acetate d  "	"alpha tocopherol  acetate d  "
3984	"pyridoxine  chlorhydrate de "	"pyridoxine  chlorhydrate de "
4031	"palmitate de retinol"	"palmitate de retinol"
5394	"calcium  pantothenate de "	"calcium  pantothenate de "
19311	"chlorure de l ester monophosphorique de thiamine dihydrate"	"chlorure de l ester monophosphorique de thiamine dihydrate"
44570	"oxygene"	"oxygene"
32611	"tiotropium base"	"tiotropium base"
88245	"bromure de tiotropium monohydrate"	"bromure de tiotropium monohydrate"
3155	"ampicilline trihydratee"	"ampicilline trihydratee"
84525	"ampicilline base"	"ampicilline base"
4235	"millepertuis  sommite fleurie   extrait sec de "	"millepertuis  sommite fleurie   extrait sec de "
28886	"bromhydrate de galantamine"	"bromhydrate de galantamine"
32833	"galantamine"	"galantamine"
1097	"allopurinol"	"allopurinol"
7958	"chlorhydrate de celiprolol"	"chlorhydrate de celiprolol"
3227	"tartrate de dextromoramide"	"tartrate de dextromoramide"
10795	"dextromoramide"	"dextromoramide"
4926	"sulfate de tobramycine"	"sulfate de tobramycine"
23654	"tobramycine"	"tobramycine"
952	"ketotifene  fumarate de "	"ketotifene  fumarate de "
15401	"ketotifene base"	"ketotifene base"
80102	"montelukast"	"montelukast"
86162	"montelukast sodique"	"montelukast sodique"
525	"sulfate de gentamicine"	"sulfate de gentamicine"
47604	"gentamicine"	"gentamicine"
5773	"chlorhydrate de bamifylline"	"chlorhydrate de bamifylline"
95386	"bamifylline base"	"bamifylline base"
29076	"methoxy polyethylene glycol epoetine beta"	"methoxy polyethylene glycol epoetine beta"
10171	"simvastatine"	"simvastatine"
1786	"estradiol anhydre"	"estradiol anhydre"
2143	"thuya occidentalis pour preparations homeopathiques"	"thuya occidentalis pour preparations homeopathiques"
18851	"chlorhydrate de mitoxantrone"	"chlorhydrate de mitoxantrone"
50405	"mitoxantrone base"	"mitoxantrone base"
2423	"naftazone"	"naftazone"
58404	"linaclotide"	"linaclotide"
37849	"dichlorhydrate de levocetirizine"	"dichlorhydrate de levocetirizine"
2092	"ibuprofene"	"ibuprofene"
24519	"palmier de floride  serenoa repens  w bartram  small    extrait du fruit de "	"palmier de floride  serenoa repens  w bartram  small    extrait du fruit de "
1802	"chlorhydrate d ethambutol"	"chlorhydrate d ethambutol"
3867	"kanamycine  monosulfate de "	"kanamycine  monosulfate de "
19966	"kanamycine"	"kanamycine"
663	"dioxyde de titane"	"dioxyde de titane"
930	"peroxyde de zinc"	"peroxyde de zinc"
20256	"chlorhydrate de venlafaxine"	"chlorhydrate de venlafaxine"
26322	"venlafaxine"	"venlafaxine"
3312	"sulfate de framycetine"	"sulfate de framycetine"
3675	"phosphate sodique de dexamethasone"	"phosphate sodique de dexamethasone"
31416	"irbesartan"	"irbesartan"
3087	"sulforutoside sodique"	"sulforutoside sodique"
46942	"epoetin delta"	"epoetin delta"
199	"bromure de pinaverium"	"bromure de pinaverium"
15075	"asclepias tuberosa pour preparations homeopathiques"	"asclepias tuberosa pour preparations homeopathiques"
7436	"bisoprolol  hemifumarate de "	"bisoprolol  hemifumarate de "
72525	"insuline lispro recombinante"	"insuline lispro recombinante"
196	"levonorgestrel"	"levonorgestrel"
3215	"cassis  feuille de "	"cassis  feuille de "
14084	"orthosiphon"	"orthosiphon"
26997	"the vert"	"the vert"
31	"alanine"	"alanine"
96	"hydroxyde de potassium"	"hydroxyde de potassium"
544	"histidine"	"histidine"
550	"isoleucine"	"isoleucine"
555	"leucine"	"leucine"
563	"lysine"	"lysine"
610	"phenylalanine"	"phenylalanine"
629	"serine"	"serine"
658	"threonine"	"threonine"
674	"tryptophane l"	"tryptophane l"
675	"valine"	"valine"
1021	"glycine"	"glycine"
1178	"arginine"	"arginine"
1603	"taurine"	"taurine"
2666	"methionine"	"methionine"
2947	"malique  acide "	"malique  acide "
3482	"proline"	"proline"
3605	"tyrosine"	"tyrosine"
4549	"hydroxyde de sodium"	"hydroxyde de sodium"
79537	"chlorhydrate de lysine"	"chlorhydrate de lysine"
95375	"glycerophosphate de sodium pentahydrate"	"glycerophosphate de sodium pentahydrate"
430	"chlorure de calcium"	"chlorure de calcium"
928	"chlorure de zinc"	"chlorure de zinc"
3018	"chlorure de magnesium hexahydrate"	"chlorure de magnesium hexahydrate"
4951	"huile de soja raffinee"	"huile de soja raffinee"
5010	"lecithine d oeuf"	"lecithine d oeuf"
2064	"hydrochlorothiazide"	"hydrochlorothiazide"
7436	"fumarate de bisoprolol"	"fumarate de bisoprolol"
9301	"mesilate de doxazosine"	"mesilate de doxazosine"
55340	"doxazosine"	"doxazosine"
5358	"chlorhydrate d oxybuprocaine"	"chlorhydrate d oxybuprocaine"
2640	"mesalazine"	"mesalazine"
21962	"ferrique  oxyde  saccharose"	"ferrique  oxyde  saccharose"
4324	"ricin  huile de "	"ricin  huile de "
3984	"chlorhydrate de pyridoxine"	"chlorhydrate de pyridoxine"
20879	"lactate de magnesium dihydrate"	"lactate de magnesium dihydrate"
94881	"magnesium"	"magnesium"
12410	"bigaradier  feuille de "	"bigaradier  feuille de "
3582	"carbasalate calcique"	"carbasalate calcique"
99868	"glucagon humain biogenetique"	"glucagon humain biogenetique"
88781	"eglantier  pseudo fruit d    poudre de "	"eglantier  pseudo fruit d    poudre de "
14129	"pefloxacine"	"pefloxacine"
25282	"pefloxacine  mesilate de  dihydrate"	"pefloxacine  mesilate de  dihydrate"
25336	"piroxicam"	"piroxicam"
78924	"oxalate d escitalopram"	"oxalate d escitalopram"
89971	"escitalopram"	"escitalopram"
16496	"bromure de rocuronium"	"bromure de rocuronium"
27380	"desogestrel"	"desogestrel"
71153	"telmisartan"	"telmisartan"
47903	"aflibercept"	"aflibercept"
30925	"ceftriaxone sodique"	"ceftriaxone sodique"
35232	"ceftriaxone"	"ceftriaxone"
39704	"naratriptan"	"naratriptan"
73086	"chlorhydrate de naratriptan"	"chlorhydrate de naratriptan"
25329	"chlorhydrate d azelastine"	"chlorhydrate d azelastine"
41788	"propionate de fluticasone"	"propionate de fluticasone"
3885	"levodopa"	"levodopa"
4090	"carbidopa anhydre"	"carbidopa anhydre"
11448	"carbidopa monohydratee"	"carbidopa monohydratee"
35876	"chlorhydrate de ropinirole"	"chlorhydrate de ropinirole"
62155	"ropinirole"	"ropinirole"
3940	"norethisterone  acetate de "	"norethisterone  acetate de "
70833	"trandolapril"	"trandolapril"
7335	"vigne rouge  feuille de "	"vigne rouge  feuille de "
40054	"vinorelbine base"	"vinorelbine base"
66304	"vinorelbine  ditartrate de "	"vinorelbine  ditartrate de "
2045	"hexetidine"	"hexetidine"
39196	"fosinopril sodique"	"fosinopril sodique"
23693	"prele  partie aerienne de   extrait sec de "	"prele  partie aerienne de   extrait sec de "
51748	"fucus  thalle de   extrait sec de "	"fucus  thalle de   extrait sec de "
96123	"frene  feuilles de   extrait sec de "	"frene  feuilles de   extrait sec de "
38315	"alfa amylase"	"alfa amylase"
883	"foie de poisson  huile de "	"foie de poisson  huile de "
428	"calcium  carbonate de "	"calcium  carbonate de "
899	"sodium  bicarbonate de "	"sodium  bicarbonate de "
2940	"hydroxyde d aluminium"	"hydroxyde d aluminium"
4415	"magnesium  hydroxyde de "	"magnesium  hydroxyde de "
8197	"kinkeliba  extrait de   sec "	"kinkeliba  extrait de   sec "
32291	"fusain noir pourpre  extrait sec de "	"fusain noir pourpre  extrait sec de "
39881	"boldo  extrait sec de "	"boldo  extrait sec de "
527	"gliclazide"	"gliclazide"
34	"bupivacaine  chlorhydrate de "	"bupivacaine  chlorhydrate de "
73208	"pravastatine sodique"	"pravastatine sodique"
77060	"diacereine"	"diacereine"
614	"clobetasol  propionate de "	"clobetasol  propionate de "
73242	"ezetimibe"	"ezetimibe"
355	"trimebutine  maleate de "	"trimebutine  maleate de "
51742	"albumine humaine plasmatique"	"albumine humaine plasmatique"
823	"ketoprofene"	"ketoprofene"
3683	"jaborandi pour preparations homeopathiques"	"jaborandi pour preparations homeopathiques"
29442	"clavulanate de potassium"	"clavulanate de potassium"
93286	"clavulanique  acide "	"clavulanique  acide "
10627	"didanosine"	"didanosine"
32925	"chlorhydrate de terbinafine"	"chlorhydrate de terbinafine"
72481	"terbinafine"	"terbinafine"
22466	"betaxolol  chlorhydrate de "	"betaxolol  chlorhydrate de "
36349	"betaxolol base"	"betaxolol base"
56688	"atorvastatine magnesium trihydrate"	"atorvastatine magnesium trihydrate"
121	"tilleul"	"tilleul"
7485	"passiflore"	"passiflore"
12410	"oranger amer  feuille d  "	"oranger amer  feuille d  "
17023	"racine de valeriane"	"racine de valeriane"
75992	"asperule odorante  partie aerienne d  "	"asperule odorante  partie aerienne d  "
80439	"moroctocog alfa"	"moroctocog alfa"
18867	"drospirenone"	"drospirenone"
688	"acide lactique"	"acide lactique"
4204	"charbon active"	"charbon active"
21053	"captopril"	"captopril"
915	"diltiazem  chlorhydrate de "	"diltiazem  chlorhydrate de "
24982	"alendronate monosodique trihydrate"	"alendronate monosodique trihydrate"
35532	"acide alendronique"	"acide alendronique"
94037	"nicotine"	"nicotine"
4401	"eau pour preparations injectables"	"eau pour preparations injectables"
15372	"norfloxacine"	"norfloxacine"
25715	"aciclovir"	"aciclovir"
7542	"virus poliomyelitique souche mef 1 de type 2 inactive"	"virus poliomyelitique souche mef 1 de type 2 inactive"
20245	"virus poliomyelitique souche saukett de type 3 inactive"	"virus poliomyelitique souche saukett de type 3 inactive"
28730	"virus poliomyelitique souche mahoney de type 1 inactive"	"virus poliomyelitique souche mahoney de type 1 inactive"
79600	"cefuroxime axetil"	"cefuroxime axetil"
82384	"cefuroxime"	"cefuroxime"
19698	"mycophenolate mofetil"	"mycophenolate mofetil"
51144	"insuline asparte recombinante isophane"	"insuline asparte recombinante isophane"
71861	"glimepiride"	"glimepiride"
38643	"docetaxel"	"docetaxel"
3613	"pulsatilla pour preparations homeopathiques"	"pulsatilla pour preparations homeopathiques"
44842	"pamidronique  acide "	"pamidronique  acide "
67602	"pamidronate de sodium"	"pamidronate de sodium"
3969	"phloroglucinol dihydrate"	"phloroglucinol dihydrate"
3970	"trimethylphloroglucinol"	"trimethylphloroglucinol"
40521	"phloroglucinol anhydre"	"phloroglucinol anhydre"
8956	"auranofine"	"auranofine"
2171	"prednisone"	"prednisone"
199	"pinaverium  bromure de "	"pinaverium  bromure de "
1099	"sulfate de morphine"	"sulfate de morphine"
6776	"hydromorphone"	"hydromorphone"
25114	"chlorhydrate d hydromorphone"	"chlorhydrate d hydromorphone"
62155	"ropinirole base"	"ropinirole base"
3082	"estrogenes conjugues"	"estrogenes conjugues"
23014	"bazedoxifene"	"bazedoxifene"
46448	"acetate de bazedoxifene"	"acetate de bazedoxifene"
20915	"irinotecan  chlorhydrate d   trihydrate"	"irinotecan  chlorhydrate d   trihydrate"
73952	"irinotecan"	"irinotecan"
84273	"amylium nitrosum pour preparations homeopathiques"	"amylium nitrosum pour preparations homeopathiques"
280	"sulfate d amikacine"	"sulfate d amikacine"
22273	"amikacine"	"amikacine"
889	"benzoyle  peroxyde de "	"benzoyle  peroxyde de "
467	"codeine"	"codeine"
2905	"gaiacolsulfonate de potassium"	"gaiacolsulfonate de potassium"
600	"miconazole"	"miconazole"
4962	"heptaminol  chlorhydrate d  "	"heptaminol  chlorhydrate d  "
32743	"finasteride"	"finasteride"
27179	"eptifibatide"	"eptifibatide"
2096	"interferon alfa 2b"	"interferon alfa 2b"
3107	"dl lysine  acetylsalicylate de "	"dl lysine  acetylsalicylate de "
52920	"hydrogenosulfate de clopidogrel"	"hydrogenosulfate de clopidogrel"
54693	"clopidogrel"	"clopidogrel"
2969	"dimeticone"	"dimeticone"
4309	"guaiazulene"	"guaiazulene"
899	"bicarbonate de sodium"	"bicarbonate de sodium"
17061	"cefpodoxime"	"cefpodoxime"
99303	"cefpodoxime proxetil"	"cefpodoxime proxetil"
2345	"methotrexate"	"methotrexate"
30613	"fumarate de formoterol dihydrate"	"fumarate de formoterol dihydrate"
19514	"hydrogene  peroxyde d    solution de  a 3 pour cent"	"hydrogene  peroxyde d    solution de  a 3 pour cent"
129	"benjoin du laos  dit du siam"	"benjoin du laos  dit du siam"
234	"hamamelis de virginie  extrait d    fluide "	"hamamelis de virginie  extrait d    fluide "
5434	"ichtyolammonium"	"ichtyolammonium"
3339	"oxalate acide de naftidrofuryl"	"oxalate acide de naftidrofuryl"
1422	"chloroxylenol"	"chloroxylenol"
20740	"sitagliptine"	"sitagliptine"
21050	"phosphate de sitagliptine monohydrate"	"phosphate de sitagliptine monohydrate"
83934	"chlorhydrate de ropivacaine"	"chlorhydrate de ropivacaine"
532	"glycerol"	"glycerol"
3904	"manganese  gluconate de "	"manganese  gluconate de "
64114	"manganese"	"manganese"
9122	"zidovudine"	"zidovudine"
3229	"bromhydrate de dextromethorphane"	"bromhydrate de dextromethorphane"
66494	"chlorhydrate de tamsulosine"	"chlorhydrate de tamsulosine"
1394	"chloramphenicol"	"chloramphenicol"
1316	"ceftazidime pentahydratee"	"ceftazidime pentahydratee"
49416	"ceftazidime anhydre"	"ceftazidime anhydre"
81904	"bimatoprost"	"bimatoprost"
35232	"ceftriaxone base"	"ceftriaxone base"
96835	"aripiprazole"	"aripiprazole"
84525	"ampicilline anhydre"	"ampicilline anhydre"
93657	"racecadotril"	"racecadotril"
39476	"epoprostenol"	"epoprostenol"
92529	"epoprostenol sodique"	"epoprostenol sodique"
568	"levomenthol"	"levomenthol"
637	"benzoate de sodium"	"benzoate de sodium"
67056	"acide l folinique"	"acide l folinique"
76079	"calcium  levofolinate de "	"calcium  levofolinate de "
9364	"calcarea phosphorica pour preparations homeopathiques"	"calcarea phosphorica pour preparations homeopathiques"
7111	"mononitrate d isosorbide"	"mononitrate d isosorbide"
3133	"bol blanc"	"bol blanc"
3148	"aluminium et sodium  silicate d  "	"aluminium et sodium  silicate d  "
43390	"mercurius bi iodatus pour preparations homeopathiques"	"mercurius bi iodatus pour preparations homeopathiques"
50847	"formestane"	"formestane"
42537	"ondansetron"	"ondansetron"
16951	"chlorhydrate d ondansetron dihydrate"	"chlorhydrate d ondansetron dihydrate"
