DB00072	drugbank	Trastuzumab	"trastuzumab"
DB00073	drugbank	Rituximab	"rituximab"
DB00074	drugbank	Basiliximab	"basiliximab"
DB00075	drugbank	Muromonab	"muromonab"
DB00076	drugbank	Digoxin Immune Fab (Ovine)	"digoxin immun fab ( ovin )"
DB00078	drugbank	Ibritumomab tiuxetan	"ibritumomab tiuxetan"
DB00080	drugbank	Daptomycin	"daptomycin"
DB00081	drugbank	Tositumomab	"tositumomab"
DB00082	drugbank	Pegvisomant	"pegvisom"
DB00083	drugbank	Botulinum Toxin Type A	"botulinum toxin typ a"
DB00085	drugbank	Pancrelipase	"pancrelipas"
DB00086	drugbank	Streptokinase	"streptokinas"
DB00087	drugbank	Alemtuzumab	"alemtuzumab"
DB00088	drugbank	Alglucerase	"algluceras"
DB00089	drugbank	Capromab	"capromab"
DB00090	drugbank	Laronidase	"laronidas"
DB00091	drugbank	Cyclosporine	"cyclosporin"
DB00092	drugbank	Alefacept	"alefacept"
DB00093	drugbank	Felypressin	"felypressin"
DB00094	drugbank	Urofollitropin	"urofollitropin"
DB00095	drugbank	Efalizumab	"efalizumab"
DB00096	drugbank	Serum albumin	"serum albumin"
DB00097	drugbank	Chorionic Gonadotropin (Recombinant)	"chorionic gonadotropin ( recombin )"
DB00098	drugbank	Anti-thymocyte Globulin (Rabbit)	"anti thymocyt globulin ( rabb )"
DB00099	drugbank	Filgrastim	"filgrastim"
DB00100	drugbank	Coagulation Factor IX	"coagul factor ix"
DB00102	drugbank	Becaplermin	"becaplermin"
DB00103	drugbank	Agalsidase beta	"agalsidas bet"
DB00104	drugbank	Octreotide	"octreotid"
DB00105	drugbank	Interferon Alfa-2b, Recombinant	"interferon alfa 2b   recombin"
DB00106	drugbank	Abarelix	"abarelix"
DB00107	drugbank	Oxytocin	"oxytocin"
DB00108	drugbank	Natalizumab	"natalizumab"
DB00109	drugbank	Enfuvirtide	"enfuvirtid"
DB00110	drugbank	Palivizumab	"palivizumab"
DB00111	drugbank	Daclizumab	"daclizumab"
DB00112	drugbank	Bevacizumab	"bevacizumab"
DB00113	drugbank	Arcitumomab	"arcitumomab"
DB00114	drugbank	Pyridoxal Phosphate	"pyridoxal phosphat"
DB00115	drugbank	Cyanocobalamin	"cyanocobalamin"
DB00116	drugbank	Tetrahydrofolic acid	"tetrahydrofolic acid"
DB00117	drugbank	L-Histidine	"l histidin"
DB00118	drugbank	S-Adenosylmethionine	"s adenosylmethionin"
DB00119	drugbank	Pyruvic acid	"pyruvic acid"
DB00120	drugbank	L-Phenylalanine	"l phenylalanin"
DB00121	drugbank	Biotin	"biotin"
DB00122	drugbank	Choline	"cholin"
DB00123	drugbank	L-Lysine	"l lysin"
DB00125	drugbank	L-Arginine	"l arginin"
DB00126	drugbank	Vitamin C	"vitamin c"
DB00127	drugbank	Spermine	"spermin"
DB00128	drugbank	L-Aspartic Acid	"l aspartic acid"
DB00129	drugbank	L-Ornithine	"l ornithin"
DB00130	drugbank	L-Glutamine	"l glutamin"
DB00131	drugbank	Adenosine monophosphate	"adenosin monophosphat"
DB00132	drugbank	Alpha-Linolenic Acid	"alpha linolenic acid"
DB00133	drugbank	L-Serine	"l serin"
DB00134	drugbank	L-Methionine	"l methionin"
DB00135	drugbank	L-Tyrosine	"l tyrosin"
DB00136	drugbank	Calcitriol	"calcitriol"
DB00137	drugbank	Xanthophyll	"xanthophyll"
DB00138	drugbank	L-Cystine	"l cystin"
DB00139	drugbank	Succinic acid	"succinic acid"
DB00140	drugbank	Riboflavin	"riboflavin"
DB00141	drugbank	N-Acetyl-D-glucosamine	"n acetyl d glucosamin"
DB00142	drugbank	L-Glutamic Acid	"l glutamic acid"
DB00143	drugbank	Glutathione	"glutathion"
DB00144	drugbank	Phosphatidyl serine	"phosphatidyl serin"
DB00145	drugbank	Glycine	"glycin"
DB00146	drugbank	Calcidiol	"calcidiol"
DB00147	drugbank	Pyridoxal	"pyridoxal"
DB00148	drugbank	Creatine	"creatin"
DB00149	drugbank	L-Leucine	"l leucin"
DB00150	drugbank	L-Tryptophan	"l tryptophan"
DB00151	drugbank	L-Cysteine	"l cystein"
DB00152	drugbank	Thiamine	"thiamin"
DB00153	drugbank	Ergocalciferol	"ergocalciferol"
DB00154	drugbank	Dihomo-gamma-linolenic acid	"dihomo gamm linolenic acid"
DB00155	drugbank	L-Citrulline	"l citrullin"
DB00156	drugbank	L-Threonine	"l threonin"
DB00157	drugbank	NADH	"nadh"
DB00158	drugbank	Folic Acid	"folic acid"
DB00159	drugbank	Icosapent	"icosapent"
DB00160	drugbank	L-Alanine	"l alanin"
DB00161	drugbank	L-Valine	"l valin"
DB00162	drugbank	Vitamin A	"vitamin a"
DB00163	drugbank	Vitamin E	"vitamin e"
DB00165	drugbank	Pyridoxine	"pyridoxin"
DB00166	drugbank	Lipoic Acid	"lipoic acid"
DB00167	drugbank	L-Isoleucine	"l isoleucin"
DB00168	drugbank	Aspartame	"aspartam"
DB00169	drugbank	Cholecalciferol	"cholecalciferol"
DB00170	drugbank	Menadione	"menadion"
DB00171	drugbank	Adenosine triphosphate	"adenosin triphosphat"
DB00172	drugbank	L-Proline	"l prolin"
DB00173	drugbank	Adenine	"adenin"
DB00174	drugbank	L-Asparagine	"l asparagin"
DB00175	drugbank	Pravastatin	"pravastatin"
DB00176	drugbank	Fluvoxamine	"fluvoxamin"
DB00177	drugbank	Valsartan	"valsartan"
DB00178	drugbank	Ramipril	"ramipril"
DB00179	drugbank	Masoprocol	"masoprocol"
DB00180	drugbank	Flunisolide	"flunisolid"
DB00181	drugbank	Baclofen	"baclofen"
DB00182	drugbank	Amphetamine	"amphetamin"
DB00183	drugbank	Pentagastrin	"pentagastrin"
DB00184	drugbank	Nicotine	"nicotin"
DB00185	drugbank	Cevimeline	"cevimelin"
DB00186	drugbank	Lorazepam	"lorazepam"
DB00187	drugbank	Esmolol	"esmolol"
DB00188	drugbank	Bortezomib	"bortezomib"
DB00189	drugbank	Ethchlorvynol	"ethchlorvynol"
DB00190	drugbank	Carbidopa	"carbidop"
DB00191	drugbank	Phentermine	"phentermin"
DB00192	drugbank	Indecainide	"indecainid"
DB00193	drugbank	Tramadol	"tramadol"
DB00194	drugbank	Vidarabine	"vidarabin"
DB00195	drugbank	Betaxolol	"betaxolol"
DB00196	drugbank	Fluconazole	"fluconazol"
DB00197	drugbank	Troglitazone	"troglitazon"
DB00198	drugbank	Oseltamivir	"oseltamiv"
DB00199	drugbank	Erythromycin	"erythromycin"
DB00200	drugbank	Hydroxocobalamin	"hydroxocobalamin"
DB00201	drugbank	Caffeine	"caffein"
DB00202	drugbank	Succinylcholine	"succinylcholin"
DB00203	drugbank	Sildenafil	"sildenafil"
DB00204	drugbank	Dofetilide	"dofetilid"
DB00205	drugbank	Pyrimethamine	"pyrimethamin"
DB00206	drugbank	Reserpine	"reserpin"
DB00207	drugbank	Azithromycin	"azithromycin"
DB00208	drugbank	Ticlopidine	"ticlopidin"
DB00209	drugbank	Trospium	"trospium"
DB00210	drugbank	Adapalene	"adapalen"
DB00211	drugbank	Midodrine	"midodrin"
DB00212	drugbank	Remikiren	"remikiren"
DB00213	drugbank	Pantoprazole	"pantoprazol"
DB00214	drugbank	Torasemide	"torasemid"
DB00215	drugbank	Citalopram	"citalopram"
DB00216	drugbank	Eletriptan	"eletriptan"
DB00217	drugbank	Bethanidine	"bethanidin"
DB00218	drugbank	Moxifloxacin	"moxifloxacin"
DB00219	drugbank	Oxyphenonium	"oxyphenonium"
DB00220	drugbank	Nelfinavir	"nelfinav"
DB00221	drugbank	Isoetarine	"isoetarin"
DB00222	drugbank	Glimepiride	"glimepirid"
DB00223	drugbank	Diflorasone	"diflorason"
DB00224	drugbank	Indinavir	"indinav"
DB00225	drugbank	Gadodiamide	"gadodiamid"
DB00226	drugbank	Guanadrel	"guanadrel"
DB00227	drugbank	Lovastatin	"lovastatin"
DB00228	drugbank	Enflurane	"enfluran"
DB00229	drugbank	Cefotiam	"cefotiam"
DB00230	drugbank	Pregabalin	"pregabalin"
DB00231	drugbank	Temazepam	"temazepam"
DB00232	drugbank	Methyclothiazide	"methyclothiazid"
DB00233	drugbank	Aminosalicylic Acid	"aminosalicylic acid"
DB00234	drugbank	Reboxetine	"reboxetin"
DB00235	drugbank	Milrinone	"milrinon"
DB00236	drugbank	Pipobroman	"pipobroman"
DB00237	drugbank	Butabarbital	"butabarbital"
DB00238	drugbank	Nevirapine	"nevirapin"
DB00239	drugbank	Oxiconazole	"oxiconazol"
DB00240	drugbank	Alclometasone	"alclometason"
DB00241	drugbank	Butalbital	"butalbital"
DB00242	drugbank	Cladribine	"cladribin"
DB00243	drugbank	Ranolazine	"ranolazin"
DB00244	drugbank	Mesalazine	"mesalazin"
DB00245	drugbank	Benzatropine	"benzatropin"
DB00246	drugbank	Ziprasidone	"ziprasidon"
DB00247	drugbank	Methysergide	"methysergid"
DB00248	drugbank	Cabergoline	"cabergolin"
DB00249	drugbank	Idoxuridine	"idoxuridin"
DB00250	drugbank	Dapsone	"dapson"
DB00251	drugbank	Terconazole	"terconazol"
DB00252	drugbank	Phenytoin	"phenytoin"
DB00253	drugbank	Medrysone	"medryson"
DB00254	drugbank	Doxycycline	"doxycyclin"
DB00255	drugbank	Diethylstilbestrol	"diethylstilbestrol"
DB00256	drugbank	Lymecycline	"lymecyclin"
DB00257	drugbank	Clotrimazole	"clotrimazol"
DB00258	drugbank	Calcium Acetate	"calcium acetat"
DB00259	drugbank	Sulfanilamide	"sulfanilamid"
DB00260	drugbank	Cycloserine	"cycloserin"
DB00261	drugbank	Anagrelide	"anagrelid"
DB00262	drugbank	Carmustine	"carmustin"
DB00263	drugbank	Sulfisoxazole	"sulfisoxazol"
DB00264	drugbank	Metoprolol	"metoprolol"
DB00265	drugbank	Crotamiton	"crotamiton"
DB00266	drugbank	Dicoumarol	"dicoumarol"
DB00267	drugbank	Cefmenoxime	"cefmenoxim"
DB00268	drugbank	Ropinirole	"ropinirol"
DB00269	drugbank	Chlorotrianisene	"chlorotrianisen"
DB00270	drugbank	Isradipine	"isradipin"
DB00271	drugbank	Diatrizoate	"diatrizoat"
DB00272	drugbank	Betazole	"betazol"
DB00273	drugbank	Topiramate	"topiramat"
DB00274	drugbank	Cefmetazole	"cefmetazol"
DB00275	drugbank	Olmesartan	"olmesartan"
DB00276	drugbank	Amsacrine	"amsacrin"
DB00277	drugbank	Theophylline	"theophyllin"
DB00278	drugbank	Argatroban	"argatroban"
DB00279	drugbank	Liothyronine	"liothyronin"
DB00280	drugbank	Disopyramide	"disopyramid"
DB00281	drugbank	Lidocaine	"lidocain"
DB00282	drugbank	Pamidronate	"pamidronat"
DB00283	drugbank	Clemastine	"clemastin"
DB00284	drugbank	Acarbose	"acarbos"
DB00285	drugbank	Venlafaxine	"venlafaxin"
DB00286	drugbank	Conjugated Estrogens	"conjugated estrogen"
DB00287	drugbank	Travoprost	"travoprost"
DB00288	drugbank	Amcinonide	"amcinonid"
DB00289	drugbank	Atomoxetine	"atomoxetin"
DB00290	drugbank	Bleomycin	"bleomycin"
DB00291	drugbank	Chlorambucil	"chlorambucil"
DB00292	drugbank	Etomidate	"etomidat"
DB00293	drugbank	Raltitrexed	"raltitrexed"
DB00294	drugbank	Etonogestrel	"etonogestrel"
DB00295	drugbank	Morphine	"morphin"
DB00296	drugbank	Ropivacaine	"ropivacain"
DB00297	drugbank	Bupivacaine	"bupivacain"
DB00298	drugbank	Dapiprazole	"dapiprazol"
DB00299	drugbank	Penciclovir	"penciclov"
DB00300	drugbank	Tenofovir	"tenofov"
DB00301	drugbank	Flucloxacillin	"flucloxacillin"
DB00302	drugbank	Tranexamic Acid	"tranexamic acid"
DB00303	drugbank	Ertapenem	"ertapenem"
DB00304	drugbank	Desogestrel	"desogestrel"
DB00305	drugbank	Mitomycin	"mitomycin"
DB00306	drugbank	Talbutal	"talbutal"
DB00307	drugbank	Bexarotene	"bexaroten"
DB00308	drugbank	Ibutilide	"ibutilid"
DB00309	drugbank	Vindesine	"vindesin"
DB00310	drugbank	Chlorthalidone	"chlorthalidon"
DB00311	drugbank	Ethoxzolamide	"ethoxzolamid"
DB00312	drugbank	Pentobarbital	"pentobarbital"
DB00313	drugbank	Valproic Acid	"valproic acid"
DB00314	drugbank	Capreomycin	"capreomycin"
DB00315	drugbank	Zolmitriptan	"zolmitriptan"
DB00316	drugbank	Acetaminophen	"acetaminophen"
DB00317	drugbank	Gefitinib	"gefitinib"
DB00318	drugbank	Codeine	"codein"
DB00319	drugbank	Piperacillin	"piperacillin"
DB00320	drugbank	Dihydroergotamine	"dihydroergotamin"
DB00321	drugbank	Amitriptyline	"amitriptylin"
DB00322	drugbank	Floxuridine	"floxuridin"
DB00323	drugbank	Tolcapone	"tolcapon"
DB00324	drugbank	Fluorometholone	"fluorometholon"
DB00325	drugbank	Nitroprusside	"nitroprussid"
DB00326	drugbank	Calcium Gluceptate	"calcium gluceptat"
DB00327	drugbank	Hydromorphone	"hydromorphon"
DB00328	drugbank	Indomethacin	"indomethacin"
DB00330	drugbank	Ethambutol	"ethambutol"
DB00331	drugbank	Metformin	"metformin"
DB00332	drugbank	Ipratropium bromide	"ipratropium bromid"
DB00333	drugbank	Methadone	"methadon"
DB00334	drugbank	Olanzapine	"olanzapin"
DB00335	drugbank	Atenolol	"atenolol"
DB00336	drugbank	Nitrofural	"nitrofural"
DB00337	drugbank	Pimecrolimus	"pimecrolimus"
DB00338	drugbank	Omeprazole	"omeprazol"
DB00339	drugbank	Pyrazinamide	"pyrazinamid"
DB00340	drugbank	Metixene	"metixen"
DB00341	drugbank	Cetirizine	"cetirizin"
DB00342	drugbank	Terfenadine	"terfenadin"
DB00343	drugbank	Diltiazem	"diltiazem"
DB00344	drugbank	Protriptyline	"protriptylin"
DB00345	drugbank	Aminohippuric acid	"aminohippuric acid"
DB00346	drugbank	Alfuzosin	"alfuzosin"
DB00347	drugbank	Trimethadione	"trimethadion"
DB00348	drugbank	Nitisinone	"nitisinon"
DB00349	drugbank	Clobazam	"clobazam"
DB00350	drugbank	Minoxidil	"minoxidil"
DB00351	drugbank	Megestrol acetate	"megestrol acetat"
DB00352	drugbank	Tioguanine	"tioguanin"
DB00353	drugbank	Methylergometrine	"methylergometrin"
DB00354	drugbank	Buclizine	"buclizin"
DB00355	drugbank	Aztreonam	"aztreonam"
DB00356	drugbank	Chlorzoxazone	"chlorzoxazon"
DB00357	drugbank	Aminoglutethimide	"aminoglutethimid"
DB00358	drugbank	Mefloquine	"mefloquin"
DB00359	drugbank	Sulfadiazine	"sulfadiazin"
DB00360	drugbank	Sapropterin	"sapropterin"
DB00361	drugbank	Vinorelbine	"vinorelbin"
DB00362	drugbank	Anidulafungin	"anidulafungin"
DB00363	drugbank	Clozapine	"clozapin"
DB00364	drugbank	Sucralfate	"sucralfat"
DB00365	drugbank	Grepafloxacin	"grepafloxacin"
DB00366	drugbank	Doxylamine	"doxylamin"
DB00367	drugbank	Levonorgestrel	"levonorgestrel"
DB00368	drugbank	Norepinephrine	"norepinephrin"
DB00369	drugbank	Cidofovir	"cidofov"
DB00370	drugbank	Mirtazapine	"mirtazapin"
DB00371	drugbank	Meprobamate	"meprobamat"
DB00372	drugbank	Thiethylperazine	"thiethylperazin"
DB00373	drugbank	Timolol	"timolol"
DB00374	drugbank	Treprostinil	"treprostinil"
DB00375	drugbank	Colestipol	"colestipol"
DB00376	drugbank	Trihexyphenidyl	"trihexyphenidyl"
DB00377	drugbank	Palonosetron	"palonosetron"
DB00378	drugbank	Dydrogesterone	"dydrogesteron"
DB00379	drugbank	Mexiletine	"mexiletin"
DB00380	drugbank	Dexrazoxane	"dexrazoxan"
DB00381	drugbank	Amlodipine	"amlodipin"
DB00382	drugbank	Tacrine	"tacrin"
DB00383	drugbank	Oxyphencyclimine	"oxyphencyclimin"
DB00384	drugbank	Triamterene	"triamteren"
DB00385	drugbank	Valrubicin	"valrubicin"
DB00386	drugbank	Alseroxylon	"alseroxylon"
DB00387	drugbank	Procyclidine	"procyclidin"
DB00388	drugbank	Phenylephrine	"phenylephrin"
DB00389	drugbank	Carbimazole	"carbimazol"
DB00390	drugbank	Digoxin	"digoxin"
DB00391	drugbank	Sulpiride	"sulpirid"
DB00392	drugbank	Ethopropazine	"ethopropazin"
DB00393	drugbank	Nimodipine	"nimodipin"
DB00394	drugbank	Beclomethasone dipropionate	"beclomethason dipropionat"
DB00395	drugbank	Carisoprodol	"carisoprodol"
DB00396	drugbank	Progesterone	"progesteron"
DB00397	drugbank	Phenylpropanolamine	"phenylpropanolamin"
DB00398	drugbank	Sorafenib	"sorafenib"
DB00399	drugbank	Zoledronic acid	"zoledronic acid"
DB00400	drugbank	Griseofulvin	"griseofulvin"
DB00401	drugbank	Nisoldipine	"nisoldipin"
DB00402	drugbank	Eszopiclone	"eszopiclon"
DB00403	drugbank	Ceruletide	"ceruletid"
DB00404	drugbank	Alprazolam	"alprazolam"
DB00405	drugbank	Dexbrompheniramine	"dexbrompheniramin"
DB00406	drugbank	Gentian Violet	"gentian violet"
DB00407	drugbank	Ardeparin	"ardeparin"
DB00408	drugbank	Loxapine	"loxapin"
DB00409	drugbank	Remoxipride	"remoxiprid"
DB00410	drugbank	Mupirocin	"mupirocin"
DB00411	drugbank	Carbachol	"carbachol"
DB00412	drugbank	Rosiglitazone	"rosiglitazon"
DB00413	drugbank	Pramipexole	"pramipexol"
DB00414	drugbank	Acetohexamide	"acetohexamid"
DB00415	drugbank	Ampicillin	"ampicillin"
DB00416	drugbank	Metocurine Iodide	"metocurin iodid"
DB00417	drugbank	Phenoxymethylpenicillin	"phenoxymethylpenicillin"
DB00418	drugbank	Secobarbital	"secobarbital"
DB00419	drugbank	Miglustat	"miglustat"
DB00420	drugbank	Promazine	"promazin"
DB00421	drugbank	Spironolactone	"spironolacton"
DB00422	drugbank	Methylphenidate	"methylphenidat"
DB00423	drugbank	Methocarbamol	"methocarbamol"
DB00424	drugbank	Hyoscyamine	"hyoscyamin"
DB00425	drugbank	Zolpidem	"zolpidem"
DB00426	drugbank	Famciclovir	"famciclov"
DB00427	drugbank	Triprolidine	"triprolidin"
DB00428	drugbank	Streptozocin	"streptozocin"
DB00429	drugbank	Carboprost Tromethamine	"carboprost tromethamin"
DB00430	drugbank	Cefpiramide	"cefpiramid"
DB00431	drugbank	Lindane	"lindan"
DB00432	drugbank	Trifluridine	"trifluridin"
DB00433	drugbank	Prochlorperazine	"prochlorperazin"
DB00434	drugbank	Cyproheptadine	"cyproheptadin"
DB00435	drugbank	Nitric Oxide	"nitric oxid"
DB00436	drugbank	Bendroflumethiazide	"bendroflumethiazid"
DB00437	drugbank	Allopurinol	"allopurinol"
DB00438	drugbank	Ceftazidime	"ceftazidim"
DB00439	drugbank	Cerivastatin	"cerivastatin"
DB00440	drugbank	Trimethoprim	"trimethoprim"
DB00441	drugbank	Gemcitabine	"gemcitabin"
DB00442	drugbank	Entecavir	"entecav"
DB00443	drugbank	Betamethasone	"betamethason"
DB00444	drugbank	Teniposide	"teniposid"
DB00445	drugbank	Epirubicin	"epirubicin"
DB00446	drugbank	Chloramphenicol	"chloramphenicol"
DB00447	drugbank	Loracarbef	"loracarbef"
DB00448	drugbank	Lansoprazole	"lansoprazol"
DB00449	drugbank	Dipivefrin	"dipivefrin"
DB00450	drugbank	Droperidol	"droperidol"
DB00451	drugbank	Levothyroxine	"levothyroxin"
DB00452	drugbank	Framycetin	"framycetin"
DB00453	drugbank	Clomocycline	"clomocyclin"
DB00454	drugbank	Pethidine	"pethidin"
DB00455	drugbank	Loratadine	"loratadin"
DB00456	drugbank	Cefalotin	"cefalotin"
DB00457	drugbank	Prazosin	"prazosin"
DB00458	drugbank	Imipramine	"imipramin"
DB00459	drugbank	Acitretin	"acitretin"
DB00460	drugbank	Verteporfin	"verteporfin"
DB00461	drugbank	Nabumetone	"nabumeton"
DB00462	drugbank	Methylscopolamine bromide	"methylscopolamin bromid"
DB00463	drugbank	Metharbital	"metharbital"
DB00464	drugbank	Sodium Tetradecyl Sulfate	"sodium tetradecyl sulfat"
DB00465	drugbank	Ketorolac	"ketorolac"
DB00466	drugbank	Picrotoxin	"picrotoxin"
DB00467	drugbank	Enoxacin	"enoxacin"
DB00468	drugbank	Quinine	"quinin"
DB00469	drugbank	Tenoxicam	"tenoxicam"
DB00470	drugbank	Dronabinol	"dronabinol"
DB00471	drugbank	Montelukast	"montelukast"
DB00472	drugbank	Fluoxetine	"fluoxetin"
DB00473	drugbank	Hexylcaine	"hexylcain"
DB00474	drugbank	Methohexital	"methohexital"
DB00475	drugbank	Chlordiazepoxide	"chlordiazepoxid"
DB00476	drugbank	Duloxetine	"duloxetin"
DB00477	drugbank	Chlorpromazine	"chlorpromazin"
DB00478	drugbank	Rimantadine	"rimantadin"
DB00479	drugbank	Amikacin	"amikacin"
DB00480	drugbank	Lenalidomide	"lenalidomid"
DB00481	drugbank	Raloxifene	"raloxifen"
DB00482	drugbank	Celecoxib	"celecoxib"
DB00483	drugbank	Gallamine Triethiodide	"gallamin triethiodid"
DB00484	drugbank	Brimonidine	"brimonidin"
DB00485	drugbank	Dicloxacillin	"dicloxacillin"
DB00486	drugbank	Nabilone	"nabilon"
DB00487	drugbank	Pefloxacin	"pefloxacin"
DB00488	drugbank	Altretamine	"altretamin"
DB00489	drugbank	Sotalol	"sotalol"
DB00490	drugbank	Buspirone	"buspiron"
DB00491	drugbank	Miglitol	"miglitol"
DB00492	drugbank	Fosinopril	"fosinopril"
DB00493	drugbank	Cefotaxime	"cefotaxim"
DB00494	drugbank	Entacapone	"entacapon"
DB00495	drugbank	Zidovudine	"zidovudin"
DB00496	drugbank	Darifenacin	"darifenacin"
DB00497	drugbank	Oxycodone	"oxycodon"
DB00498	drugbank	Phenindione	"phenindion"
DB00499	drugbank	Flutamide	"flutamid"
DB00500	drugbank	Tolmetin	"tolmetin"
DB00501	drugbank	Cimetidine	"cimetidin"
DB00502	drugbank	Haloperidol	"haloperidol"
DB00503	drugbank	Ritonavir	"ritonav"
DB00504	drugbank	Levallorphan	"levallorphan"
DB00505	drugbank	Tridihexethyl	"tridihexethyl"
DB00507	drugbank	Nitazoxanide	"nitazoxanid"
DB00508	drugbank	Triflupromazine	"triflupromazin"
DB00509	drugbank	Dextrothyroxine	"dextrothyroxin"
DB00511	drugbank	Acetyldigitoxin	"acetyldigitoxin"
DB00512	drugbank	Vancomycin	"vancomycin"
DB00513	drugbank	Aminocaproic Acid	"aminocaproic acid"
DB00514	drugbank	Dextromethorphan	"dextromethorphan"
DB00515	drugbank	Cisplatin	"cisplatin"
DB00516	drugbank	Bentoquatam	"bentoquatam"
DB00517	drugbank	Anisotropine Methylbromide	"anisotropin methylbromid"
DB00518	drugbank	Albendazole	"albendazol"
DB00519	drugbank	Trandolapril	"trandolapril"
DB00520	drugbank	Caspofungin	"caspofungin"
DB00521	drugbank	Carteolol	"carteolol"
DB00522	drugbank	Bentiromide	"bentiromid"
DB00523	drugbank	Alitretinoin	"alitretinoin"
DB00524	drugbank	Metolazone	"metolazon"
DB00525	drugbank	Tolnaftate	"tolnaftat"
DB00526	drugbank	Oxaliplatin	"oxaliplatin"
DB00527	drugbank	Cinchocaine	"cinchocain"
DB00528	drugbank	Lercanidipine	"lercanidipin"
DB00529	drugbank	Foscarnet	"foscarnet"
DB00530	drugbank	Erlotinib	"erlotinib"
DB00531	drugbank	Cyclophosphamide	"cyclophosphamid"
DB00532	drugbank	Mephenytoin	"mephenytoin"
DB00533	drugbank	Rofecoxib	"rofecoxib"
DB00534	drugbank	Chlormerodrin	"chlormerodrin"
DB00535	drugbank	Cefdinir	"cefdin"
DB00536	drugbank	Guanidine	"guanidin"
